observable,tick,w1,threshold,excess
RNAs,52,781.1399999999998,1.1890999999999998,779.9508999999997
RNAs,53,781.4599999999999,1.1241999999999994,780.3358
RNAs,54,781.3,1.232,780.068
RNAs,55,781.4799999999999,1.2341999999999995,780.2457999999999
RNAs,56,781.4999999999999,1.0350999999999997,780.4649
RNAs,57,781.2199999999999,1.122,780.098
RNAs,58,780.9799999999999,1.0801999999999996,779.8997999999999
RNAs,59,780.9000000000001,1.1010999999999995,779.7989000000001
RNAs,60,780.52,1.302399999999999,779.2176
RNAs,61,780.6199999999999,1.6071,779.0129
RNAs,62,781.1999999999998,1.3199999999999998,779.8799999999998
RNAs,63,780.9599999999999,1.4090999999999998,779.5509
RNAs,64,780.88,1.3430999999999995,779.5369
RNAs,65,780.8199999999998,1.2759999999999998,779.5439999999999
RNAs,66,780.8399999999999,1.3232999999999993,779.5166999999999
RNAs,67,780.54,1.2550999999999999,779.2849
RNAs,68,780.5999999999999,1.5411,779.0588999999999
RNAs,69,780.5799999999997,1.676399999999999,778.9035999999998
RNAs,70,780.3199999999998,1.7831,778.5368999999998
RNAs,71,779.9599999999999,1.6972999999999991,778.2626999999999
RNAs,72,780.04,1.7401999999999995,778.2998
RNAs,73,780.18,1.6510999999999996,778.5288999999999
RNAs,74,780.2399999999999,1.5850999999999997,778.6548999999999
RNAs,75,779.8199999999999,1.7632999999999992,778.0567
RNAs,76,779.6399999999998,1.6730999999999994,777.9668999999998
RNAs,77,779.8399999999999,1.6730999999999998,778.1668999999999
RNAs,78,780.28,1.4530999999999996,778.8269
RNAs,79,780.04,1.3672999999999993,778.6727
RNAs,80,780.0,1.4090999999999998,778.5909
RNAs,81,779.8199999999999,1.54,778.28
RNAs,82,780.56,1.5421999999999993,779.0178
RNAs,83,780.4,1.3221999999999996,779.0778
RNAs,84,780.14,1.4090999999999996,778.7309
RNAs,85,780.36,1.4530999999999996,778.9069000000001
RNAs,86,780.42,1.3661999999999996,779.0537999999999
RNAs,87,780.2399999999998,1.5201999999999993,778.7197999999997
RNAs,88,779.7199999999999,1.521299999999999,778.1986999999999
RNAs,89,780.2799999999999,1.654399999999998,778.6255999999998
RNAs,90,779.8599999999998,1.6730999999999994,778.1868999999998
RNAs,91,780.0399999999998,1.8931,778.1468999999998
RNAs,92,780.3999999999997,1.5663999999999982,778.8335999999997
RNAs,93,779.8799999999999,1.5399999999999998,778.3399999999999
RNAs,94,780.0199999999999,1.5190999999999997,778.5008999999999
RNAs,95,780.3,1.7841999999999996,778.5157999999999
RNAs,96,780.54,1.6510999999999998,778.8888999999999
RNAs,97,780.82,1.4123999999999994,779.4076
RNAs,98,781.26,1.3672999999999993,779.8927
RNAs,99,780.9399999999999,1.1901999999999993,779.7497999999999
