observable,tick,ks_d,p_value,p_value_bonferroni,alpha_global,alpha_corrected
RNAs,25,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,26,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,27,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,28,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,29,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,30,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,31,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,32,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,33,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,34,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,35,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,36,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,37,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,38,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,39,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,40,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,41,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,42,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,43,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,44,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,45,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,46,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,47,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,48,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,49,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,50,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,51,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,52,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,53,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,54,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,55,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,56,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,57,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,58,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,59,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,60,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,61,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,62,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,63,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,64,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,65,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,66,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,67,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,68,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,69,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,70,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,71,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,72,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,73,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,74,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,75,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,76,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,77,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,78,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,79,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,80,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,81,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,82,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,83,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,84,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,85,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,86,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,87,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,88,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,89,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,90,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,91,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,92,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,93,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,94,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,95,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,96,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,97,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,98,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,99,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
