observable,tick,ks_d,p_value,p_value_bonferroni,alpha_global,alpha_corrected
substrates,43,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,44,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,45,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,46,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,47,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,48,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,49,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,50,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,51,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,52,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,53,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,54,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,55,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,56,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,57,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,58,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,59,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,60,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,61,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,62,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,63,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,64,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,65,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,66,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,67,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,68,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,69,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,70,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,71,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,72,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,73,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,74,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,75,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,76,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,77,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,78,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,79,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,80,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,81,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,82,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,83,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,84,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,85,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,86,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,87,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,88,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,89,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,90,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,91,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,92,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,93,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,94,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,95,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,96,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,97,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,98,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
substrates,99,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
enzymes,0,0.52,1.5814255608393076e-06,0.000632570224335723,0.01,2.5e-05
enzymes,1,0.76,2.08228179699263e-14,8.32912718797052e-12,0.01,2.5e-05
enzymes,2,0.76,2.08228179699263e-14,8.32912718797052e-12,0.01,2.5e-05
enzymes,3,0.5,4.8075337049514946e-06,0.001923013481980598,0.01,2.5e-05
enzymes,4,0.6,1.0624962385385807e-08,4.249984954154323e-06,0.01,2.5e-05
enzymes,6,0.64,6.078719823015066e-10,2.4314879292060264e-07,0.01,2.5e-05
enzymes,7,0.72,8.759312877898666e-13,3.5037251511594667e-10,0.01,2.5e-05
enzymes,8,0.58,4.047604718242212e-08,1.6190418872968848e-05,0.01,2.5e-05
enzymes,9,0.62,2.623447502564397e-09,1.0493790010257587e-06,0.01,2.5e-05
enzymes,10,0.58,4.047604718242212e-08,1.6190418872968848e-05,0.01,2.5e-05
enzymes,11,0.6,1.0624962385385807e-08,4.249984954154323e-06,0.01,2.5e-05
enzymes,12,0.6,1.0624962385385807e-08,4.249984954154323e-06,0.01,2.5e-05
enzymes,13,0.6,1.0624962385385807e-08,4.249984954154323e-06,0.01,2.5e-05
enzymes,14,0.7,5.022006049995235e-12,2.008802419998094e-09,0.01,2.5e-05
enzymes,15,0.6,1.0624962385385807e-08,4.249984954154323e-06,0.01,2.5e-05
enzymes,16,0.48,1.3867885687360081e-05,0.005547154274944032,0.01,2.5e-05
enzymes,18,0.56,1.4534580579142488e-07,5.813832231656995e-05,0.01,2.5e-05
enzymes,19,0.62,2.623447502564397e-09,1.0493790010257587e-06,0.01,2.5e-05
enzymes,20,0.6,1.0624962385385807e-08,4.249984954154323e-06,0.01,2.5e-05
enzymes,21,0.56,1.4534580579142488e-07,5.813832231656995e-05,0.01,2.5e-05
enzymes,22,0.56,1.4534580579142488e-07,5.813832231656995e-05,0.01,2.5e-05
enzymes,23,0.68,2.6679407140599687e-11,1.0671762856239874e-08,0.01,2.5e-05
enzymes,24,0.72,8.759312877898666e-13,3.5037251511594667e-10,0.01,2.5e-05
enzymes,25,0.7,5.022006049995235e-12,2.008802419998094e-09,0.01,2.5e-05
enzymes,26,0.56,1.4534580579142488e-07,5.813832231656995e-05,0.01,2.5e-05
enzymes,27,0.6,1.0624962385385807e-08,4.249984954154323e-06,0.01,2.5e-05
enzymes,28,0.62,2.623447502564397e-09,1.0493790010257587e-06,0.01,2.5e-05
enzymes,29,0.62,2.623447502564397e-09,1.0493790010257587e-06,0.01,2.5e-05
enzymes,30,0.68,2.6679407140599687e-11,1.0671762856239874e-08,0.01,2.5e-05
enzymes,31,0.58,4.047604718242212e-08,1.6190418872968848e-05,0.01,2.5e-05
enzymes,32,0.68,2.6679407140599687e-11,1.0671762856239874e-08,0.01,2.5e-05
enzymes,33,0.6,1.0624962385385807e-08,4.249984954154323e-06,0.01,2.5e-05
enzymes,34,0.62,2.623447502564397e-09,1.0493790010257587e-06,0.01,2.5e-05
enzymes,35,0.64,6.078719823015066e-10,2.4314879292060264e-07,0.01,2.5e-05
enzymes,36,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
enzymes,37,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
enzymes,38,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
enzymes,39,0.7,5.022006049995235e-12,2.008802419998094e-09,0.01,2.5e-05
enzymes,40,0.88,2.3630419544297964e-20,9.452167817719186e-18,0.01,2.5e-05
enzymes,41,0.78,2.807570962237254e-15,1.1230283848949015e-12,0.01,2.5e-05
enzymes,42,0.84,3.688877279575943e-18,1.4755509118303771e-15,0.01,2.5e-05
enzymes,43,0.7,5.022006049995235e-12,2.008802419998094e-09,0.01,2.5e-05
enzymes,44,0.72,8.759312877898666e-13,3.5037251511594667e-10,0.01,2.5e-05
enzymes,45,0.78,2.807570962237254e-15,1.1230283848949015e-12,0.01,2.5e-05
enzymes,46,0.76,2.08228179699263e-14,8.32912718797052e-12,0.01,2.5e-05
enzymes,47,0.72,8.759312877898666e-13,3.5037251511594667e-10,0.01,2.5e-05
enzymes,48,0.58,4.047604718242212e-08,1.6190418872968848e-05,0.01,2.5e-05
enzymes,49,0.68,2.6679407140599687e-11,1.0671762856239874e-08,0.01,2.5e-05
enzymes,50,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
enzymes,51,0.68,2.6679407140599687e-11,1.0671762856239874e-08,0.01,2.5e-05
enzymes,52,0.68,2.6679407140599687e-11,1.0671762856239874e-08,0.01,2.5e-05
enzymes,53,0.78,2.807570962237254e-15,1.1230283848949015e-12,0.01,2.5e-05
enzymes,54,0.8,3.431475620512199e-16,1.3725902482048795e-13,0.01,2.5e-05
enzymes,55,0.84,3.688877279575943e-18,1.4755509118303771e-15,0.01,2.5e-05
enzymes,56,0.8,3.431475620512199e-16,1.3725902482048795e-13,0.01,2.5e-05
enzymes,57,0.78,2.807570962237254e-15,1.1230283848949015e-12,0.01,2.5e-05
enzymes,58,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
enzymes,59,0.64,6.078719823015066e-10,2.4314879292060264e-07,0.01,2.5e-05
enzymes,60,0.66,1.3182765881237494e-10,5.2731063524949974e-08,0.01,2.5e-05
enzymes,61,0.62,2.623447502564397e-09,1.0493790010257587e-06,0.01,2.5e-05
enzymes,62,0.66,1.3182765881237494e-10,5.2731063524949974e-08,0.01,2.5e-05
enzymes,63,0.6,1.0624962385385807e-08,4.249984954154323e-06,0.01,2.5e-05
enzymes,64,0.72,8.759312877898666e-13,3.5037251511594667e-10,0.01,2.5e-05
enzymes,65,0.76,2.08228179699263e-14,8.32912718797052e-12,0.01,2.5e-05
enzymes,66,0.68,2.6679407140599687e-11,1.0671762856239874e-08,0.01,2.5e-05
enzymes,67,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
enzymes,68,0.7,5.022006049995235e-12,2.008802419998094e-09,0.01,2.5e-05
enzymes,69,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
enzymes,70,0.76,2.08228179699263e-14,8.32912718797052e-12,0.01,2.5e-05
enzymes,71,0.68,2.6679407140599687e-11,1.0671762856239874e-08,0.01,2.5e-05
enzymes,72,0.62,2.623447502564397e-09,1.0493790010257587e-06,0.01,2.5e-05
enzymes,73,0.76,2.08228179699263e-14,8.32912718797052e-12,0.01,2.5e-05
enzymes,74,0.68,2.6679407140599687e-11,1.0671762856239874e-08,0.01,2.5e-05
enzymes,75,0.66,1.3182765881237494e-10,5.2731063524949974e-08,0.01,2.5e-05
enzymes,76,0.64,6.078719823015066e-10,2.4314879292060264e-07,0.01,2.5e-05
enzymes,77,0.66,1.3182765881237494e-10,5.2731063524949974e-08,0.01,2.5e-05
enzymes,78,0.72,8.759312877898666e-13,3.5037251511594667e-10,0.01,2.5e-05
enzymes,79,0.66,1.3182765881237494e-10,5.2731063524949974e-08,0.01,2.5e-05
enzymes,80,0.76,2.08228179699263e-14,8.32912718797052e-12,0.01,2.5e-05
enzymes,81,0.7,5.022006049995235e-12,2.008802419998094e-09,0.01,2.5e-05
enzymes,82,0.82,3.770852330233186e-17,1.5083409320932745e-14,0.01,2.5e-05
enzymes,83,0.62,2.623447502564397e-09,1.0493790010257587e-06,0.01,2.5e-05
enzymes,84,0.52,1.5814255608393076e-06,0.000632570224335723,0.01,2.5e-05
enzymes,85,0.68,2.6679407140599687e-11,1.0671762856239874e-08,0.01,2.5e-05
enzymes,86,0.68,2.6679407140599687e-11,1.0671762856239874e-08,0.01,2.5e-05
enzymes,87,0.78,2.807570962237254e-15,1.1230283848949015e-12,0.01,2.5e-05
enzymes,88,0.64,6.078719823015066e-10,2.4314879292060264e-07,0.01,2.5e-05
enzymes,89,0.84,3.688877279575943e-18,1.4755509118303771e-15,0.01,2.5e-05
enzymes,90,0.84,3.688877279575943e-18,1.4755509118303771e-15,0.01,2.5e-05
enzymes,91,0.82,3.770852330233186e-17,1.5083409320932745e-14,0.01,2.5e-05
enzymes,92,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
enzymes,93,0.66,1.3182765881237494e-10,5.2731063524949974e-08,0.01,2.5e-05
enzymes,94,0.62,2.623447502564397e-09,1.0493790010257587e-06,0.01,2.5e-05
enzymes,95,0.66,1.3182765881237494e-10,5.2731063524949974e-08,0.01,2.5e-05
enzymes,96,0.62,2.623447502564397e-09,1.0493790010257587e-06,0.01,2.5e-05
enzymes,97,0.64,6.078719823015066e-10,2.4314879292060264e-07,0.01,2.5e-05
enzymes,98,0.72,8.759312877898666e-13,3.5037251511594667e-10,0.01,2.5e-05
enzymes,99,0.56,1.4534580579142488e-07,5.813832231656995e-05,0.01,2.5e-05
boundEnzymes,3,0.84,3.688877279575943e-18,1.4755509118303771e-15,0.01,2.5e-05
boundEnzymes,4,0.98,1.9823306042836677e-27,7.929322417134671e-25,0.01,2.5e-05
boundEnzymes,19,0.54,4.929118631187453e-07,0.0001971647452474981,0.01,2.5e-05
boundEnzymes,20,0.68,2.6679407140599687e-11,1.0671762856239874e-08,0.01,2.5e-05
boundEnzymes,21,0.54,4.929118631187453e-07,0.0001971647452474981,0.01,2.5e-05
boundEnzymes,22,0.5,4.8075337049514946e-06,0.001923013481980598,0.01,2.5e-05
boundEnzymes,23,0.6,1.0624962385385807e-08,4.249984954154323e-06,0.01,2.5e-05
boundEnzymes,24,0.68,2.6679407140599687e-11,1.0671762856239874e-08,0.01,2.5e-05
boundEnzymes,25,0.6,1.0624962385385807e-08,4.249984954154323e-06,0.01,2.5e-05
boundEnzymes,26,0.56,1.4534580579142488e-07,5.813832231656995e-05,0.01,2.5e-05
boundEnzymes,27,0.62,2.623447502564397e-09,1.0493790010257587e-06,0.01,2.5e-05
boundEnzymes,28,0.62,2.623447502564397e-09,1.0493790010257587e-06,0.01,2.5e-05
boundEnzymes,29,0.64,6.078719823015066e-10,2.4314879292060264e-07,0.01,2.5e-05
boundEnzymes,30,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
boundEnzymes,31,0.64,6.078719823015066e-10,2.4314879292060264e-07,0.01,2.5e-05
boundEnzymes,32,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
boundEnzymes,33,0.6,1.0624962385385807e-08,4.249984954154323e-06,0.01,2.5e-05
boundEnzymes,34,0.66,1.3182765881237494e-10,5.2731063524949974e-08,0.01,2.5e-05
boundEnzymes,35,0.66,1.3182765881237494e-10,5.2731063524949974e-08,0.01,2.5e-05
boundEnzymes,36,0.7,5.022006049995235e-12,2.008802419998094e-09,0.01,2.5e-05
boundEnzymes,37,0.78,2.807570962237254e-15,1.1230283848949015e-12,0.01,2.5e-05
boundEnzymes,38,0.8,3.431475620512199e-16,1.3725902482048795e-13,0.01,2.5e-05
boundEnzymes,39,0.72,8.759312877898666e-13,3.5037251511594667e-10,0.01,2.5e-05
boundEnzymes,40,0.86,3.173227767377155e-19,1.269291106950862e-16,0.01,2.5e-05
boundEnzymes,41,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
boundEnzymes,42,0.72,8.759312877898666e-13,3.5037251511594667e-10,0.01,2.5e-05
boundEnzymes,43,0.72,8.759312877898666e-13,3.5037251511594667e-10,0.01,2.5e-05
boundEnzymes,44,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
boundEnzymes,45,0.76,2.08228179699263e-14,8.32912718797052e-12,0.01,2.5e-05
boundEnzymes,46,0.8,3.431475620512199e-16,1.3725902482048795e-13,0.01,2.5e-05
boundEnzymes,47,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
boundEnzymes,48,0.68,2.6679407140599687e-11,1.0671762856239874e-08,0.01,2.5e-05
boundEnzymes,49,0.78,2.807570962237254e-15,1.1230283848949015e-12,0.01,2.5e-05
boundEnzymes,50,0.76,2.08228179699263e-14,8.32912718797052e-12,0.01,2.5e-05
boundEnzymes,51,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
boundEnzymes,52,0.72,8.759312877898666e-13,3.5037251511594667e-10,0.01,2.5e-05
boundEnzymes,53,0.78,2.807570962237254e-15,1.1230283848949015e-12,0.01,2.5e-05
boundEnzymes,54,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
boundEnzymes,55,0.86,3.173227767377155e-19,1.269291106950862e-16,0.01,2.5e-05
boundEnzymes,56,0.86,3.173227767377155e-19,1.269291106950862e-16,0.01,2.5e-05
boundEnzymes,57,0.8,3.431475620512199e-16,1.3725902482048795e-13,0.01,2.5e-05
boundEnzymes,58,0.8,3.431475620512199e-16,1.3725902482048795e-13,0.01,2.5e-05
boundEnzymes,59,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
boundEnzymes,60,0.68,2.6679407140599687e-11,1.0671762856239874e-08,0.01,2.5e-05
boundEnzymes,61,0.72,8.759312877898666e-13,3.5037251511594667e-10,0.01,2.5e-05
boundEnzymes,62,0.84,3.688877279575943e-18,1.4755509118303771e-15,0.01,2.5e-05
boundEnzymes,63,0.78,2.807570962237254e-15,1.1230283848949015e-12,0.01,2.5e-05
boundEnzymes,64,0.76,2.08228179699263e-14,8.32912718797052e-12,0.01,2.5e-05
boundEnzymes,65,0.72,8.759312877898666e-13,3.5037251511594667e-10,0.01,2.5e-05
boundEnzymes,66,0.78,2.807570962237254e-15,1.1230283848949015e-12,0.01,2.5e-05
boundEnzymes,67,0.82,3.770852330233186e-17,1.5083409320932745e-14,0.01,2.5e-05
boundEnzymes,68,0.84,3.688877279575943e-18,1.4755509118303771e-15,0.01,2.5e-05
boundEnzymes,69,0.84,3.688877279575943e-18,1.4755509118303771e-15,0.01,2.5e-05
boundEnzymes,70,0.84,3.688877279575943e-18,1.4755509118303771e-15,0.01,2.5e-05
boundEnzymes,71,0.8,3.431475620512199e-16,1.3725902482048795e-13,0.01,2.5e-05
boundEnzymes,72,0.86,3.173227767377155e-19,1.269291106950862e-16,0.01,2.5e-05
boundEnzymes,73,0.86,3.173227767377155e-19,1.269291106950862e-16,0.01,2.5e-05
boundEnzymes,74,0.8,3.431475620512199e-16,1.3725902482048795e-13,0.01,2.5e-05
boundEnzymes,75,0.72,8.759312877898666e-13,3.5037251511594667e-10,0.01,2.5e-05
boundEnzymes,76,0.76,2.08228179699263e-14,8.32912718797052e-12,0.01,2.5e-05
boundEnzymes,77,0.72,8.759312877898666e-13,3.5037251511594667e-10,0.01,2.5e-05
boundEnzymes,78,0.78,2.807570962237254e-15,1.1230283848949015e-12,0.01,2.5e-05
boundEnzymes,79,0.8,3.431475620512199e-16,1.3725902482048795e-13,0.01,2.5e-05
boundEnzymes,80,0.82,3.770852330233186e-17,1.5083409320932745e-14,0.01,2.5e-05
boundEnzymes,81,0.78,2.807570962237254e-15,1.1230283848949015e-12,0.01,2.5e-05
boundEnzymes,82,0.86,3.173227767377155e-19,1.269291106950862e-16,0.01,2.5e-05
boundEnzymes,83,0.8,3.431475620512199e-16,1.3725902482048795e-13,0.01,2.5e-05
boundEnzymes,84,0.8,3.431475620512199e-16,1.3725902482048795e-13,0.01,2.5e-05
boundEnzymes,85,0.88,2.3630419544297964e-20,9.452167817719186e-18,0.01,2.5e-05
boundEnzymes,86,0.88,2.3630419544297964e-20,9.452167817719186e-18,0.01,2.5e-05
boundEnzymes,87,0.82,3.770852330233186e-17,1.5083409320932745e-14,0.01,2.5e-05
boundEnzymes,88,0.74,1.409544601041165e-13,5.63817840416466e-11,0.01,2.5e-05
boundEnzymes,89,0.86,3.173227767377155e-19,1.269291106950862e-16,0.01,2.5e-05
boundEnzymes,90,0.86,3.173227767377155e-19,1.269291106950862e-16,0.01,2.5e-05
boundEnzymes,91,0.88,2.3630419544297964e-20,9.452167817719186e-18,0.01,2.5e-05
boundEnzymes,92,0.84,3.688877279575943e-18,1.4755509118303771e-15,0.01,2.5e-05
boundEnzymes,93,0.82,3.770852330233186e-17,1.5083409320932745e-14,0.01,2.5e-05
boundEnzymes,94,0.76,2.08228179699263e-14,8.32912718797052e-12,0.01,2.5e-05
boundEnzymes,95,0.8,3.431475620512199e-16,1.3725902482048795e-13,0.01,2.5e-05
boundEnzymes,96,0.78,2.807570962237254e-15,1.1230283848949015e-12,0.01,2.5e-05
boundEnzymes,97,0.82,3.770852330233186e-17,1.5083409320932745e-14,0.01,2.5e-05
boundEnzymes,98,0.84,3.688877279575943e-18,1.4755509118303771e-15,0.01,2.5e-05
boundEnzymes,99,0.76,2.08228179699263e-14,8.32912718797052e-12,0.01,2.5e-05
RNAs,0,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,1,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,2,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,3,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,4,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,5,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,6,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,7,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,8,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,9,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,10,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,11,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,12,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,13,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,14,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,15,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,16,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,17,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,18,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,19,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,20,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,21,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,22,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,23,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
RNAs,24,1.0,1.9823306042836678e-29,7.929322417134671e-27,0.01,2.5e-05
