tick,e1_monomer_count_direct_state_read,complex1_delta_MG_041_062_429_PENTAMER,complex2_delta_MG_041_069_429_PENTAMER,any_complex_delta_total,any_complex_changed,pinched
9412,1,0,0,0,0,0
9413,1,0,0,1,1,0
9414,1,0,0,-1,1,0
9415,1,0,0,2,1,0
9416,1,0,0,-1,1,0
9417,1,0,0,-1,1,0
9418,1,0,0,0,0,0
9419,1,0,0,0,0,0
9420,1,0,0,0,0,0
9421,1,0,0,0,0,0
9422,1,0,0,1,1,0
9423,1,0,0,-1,1,0
9424,1,0,0,0,0,0
9425,1,0,0,0,0,0
9426,1,0,0,0,0,0
9427,1,0,0,0,0,0
9428,1,0,0,0,0,0
9429,1,0,0,0,0,0
9430,1,0,0,0,0,0
9431,1,0,0,0,0,0
9432,1,0,0,0,0,0
9433,1,0,0,0,0,0
9434,1,0,0,1,1,0
9435,1,0,0,-1,1,0
9436,1,0,0,0,0,0
9437,1,0,0,0,0,0
9438,1,0,0,0,0,0
9439,1,0,0,0,0,0
9440,1,0,0,0,0,0
9441,1,0,0,0,0,0
9442,1,0,0,0,0,0
9443,1,0,0,0,0,0
9444,1,0,0,0,0,0
9445,1,0,0,0,0,0
9446,1,0,0,0,0,0
9447,1,0,0,0,0,0
9448,1,0,0,0,0,0
9449,1,0,0,0,0,0
9450,1,0,0,0,0,0
9451,1,0,0,0,0,0
9452,1,0,0,0,0,0
9453,1,0,0,0,0,0
9454,1,0,0,0,0,0
9455,1,0,0,0,0,0
9456,1,0,0,0,0,0
9457,1,0,0,0,0,0
9458,1,0,0,0,0,0
9459,1,0,0,0,0,0
9460,1,0,0,0,0,0
9461,1,0,0,1,1,0
9462,1,0,0,-1,1,0
9463,1,0,0,0,0,0
9464,1,0,0,1,1,0
9465,1,0,0,-1,1,0
9466,1,0,0,0,0,0
9467,1,0,0,0,0,0
9468,1,0,0,0,0,0
9469,1,0,0,0,0,0
9470,1,0,0,0,0,0
9471,1,0,0,0,0,0
9472,1,0,0,0,0,0
9473,1,0,0,0,0,0
9474,1,0,0,0,0,0
9475,1,0,0,0,0,0
9476,1,0,0,0,0,0
9477,1,0,0,1,1,0
9478,1,0,0,-1,1,0
9479,1,0,0,0,0,0
9480,1,0,0,0,0,0
9481,1,0,0,0,0,0
9482,1,0,0,0,0,0
9483,1,0,0,0,0,0
9484,1,0,0,0,0,0
9485,1,0,0,0,0,0
9486,1,0,0,0,0,0
9487,1,0,0,0,0,0
9488,1,0,0,0,0,0
9489,1,0,0,0,0,0
9490,1,0,0,0,0,0
9491,1,0,0,0,0,0
9492,1,0,0,0,0,0
9493,1,0,0,0,0,0
9494,1,0,0,0,0,0
9495,1,0,0,0,0,0
9496,1,0,0,0,0,0
9497,1,0,0,0,0,0
9498,1,0,0,0,0,0
9499,1,0,0,0,0,0
9500,1,0,0,0,0,0
9501,1,0,0,0,0,0
9502,1,0,0,0,0,0
9503,1,0,0,0,0,0
9504,1,0,0,0,0,0
9505,1,0,0,0,0,0
9506,1,0,0,0,0,0
9507,1,0,0,0,0,0
9508,1,0,0,0,0,0
9509,1,0,0,0,0,0
9510,1,0,0,0,0,0
9511,1,0,0,0,0,0
9512,1,0,0,1,1,0
9513,1,0,0,-1,1,0
9514,1,0,0,0,0,0
9515,1,0,0,0,0,0
9516,1,0,0,0,0,0
9517,1,0,0,0,0,0
9518,1,0,0,0,0,0
9519,1,0,0,0,0,0
9520,1,0,0,0,0,0
9521,1,0,0,0,0,0
9522,1,0,0,0,0,0
9523,1,0,0,0,0,0
9524,1,0,0,0,0,0
9525,1,0,0,0,0,0
9526,1,0,0,0,0,0
9527,1,0,0,0,0,0
9528,1,0,0,0,0,0
9529,1,0,0,0,0,0
9530,1,0,0,0,0,0
9531,1,0,0,0,0,0
9532,1,0,0,0,0,0
9533,1,0,0,0,0,0
9534,1,0,0,0,0,0
9535,1,0,0,0,0,0
9536,1,0,0,0,0,0
9537,1,0,0,0,0,0
9538,1,0,0,0,0,0
9539,1,0,0,0,0,0
9540,1,0,0,1,1,0
9541,1,0,0,-1,1,0
9542,1,0,0,0,0,0
9543,1,0,0,0,0,0
9544,1,0,0,0,0,0
9545,1,0,0,0,0,0
9546,1,0,0,0,0,0
9547,1,0,0,1,1,0
9548,1,0,0,-1,1,0
9549,1,0,0,0,0,0
9550,1,0,0,0,0,0
9551,1,0,0,0,0,0
9552,1,0,0,0,0,0
9553,1,0,0,0,0,0
9554,1,0,0,0,0,0
9555,1,0,0,0,0,0
9556,1,0,0,0,0,0
9557,1,0,0,0,0,0
9558,1,0,0,0,0,0
9559,1,0,0,0,0,0
9560,1,0,0,0,0,0
9561,1,0,0,0,0,0
9562,1,0,0,0,0,0
9563,1,0,0,0,0,0
9564,1,0,0,0,0,0
9565,1,0,0,0,0,0
9566,1,0,0,0,0,0
9567,1,0,0,0,0,0
9568,1,0,0,0,0,0
9569,1,0,0,0,0,0
9570,1,0,0,0,0,0
9571,1,0,0,0,0,0
9572,1,0,0,0,0,0
9573,1,0,0,1,1,0
9574,1,0,0,-1,1,0
9575,1,0,0,0,0,0
9576,1,0,0,0,0,0
9577,1,0,0,0,0,0
9578,1,0,0,0,0,0
9579,1,0,0,0,0,0
9580,1,0,0,0,0,0
9581,1,0,0,0,0,0
9582,1,0,0,0,0,0
9583,1,0,0,0,0,0
9584,1,0,0,0,0,0
9585,1,0,0,0,0,0
9586,1,0,0,0,0,0
9587,1,0,0,0,0,0
9588,1,0,0,0,0,0
9589,1,0,0,0,0,0
9590,1,0,0,0,0,0
9591,1,0,0,0,0,0
9592,1,0,0,0,0,0
9593,1,0,0,0,0,0
9594,1,0,0,0,0,0
9595,1,0,0,0,0,0
9596,1,0,0,0,0,0
9597,1,0,0,1,1,0
9598,1,0,0,-1,1,0
9599,1,0,0,0,0,0
9600,1,0,0,1,1,0
9601,1,0,0,-1,1,0
9602,1,0,0,0,0,0
9603,1,0,0,0,0,0
9604,1,0,0,0,0,0
9605,1,0,0,0,0,0
9606,1,0,0,0,0,0
9607,1,0,0,0,0,0
9608,1,0,0,0,0,0
9609,1,0,0,0,0,0
9610,1,0,0,0,0,0
9611,1,0,0,0,0,0
9612,1,0,0,0,0,0
9613,1,0,0,0,0,0
9614,1,0,0,0,0,0
9615,1,0,0,0,0,0
9616,1,0,0,0,0,0
9617,1,0,0,0,0,0
9618,1,0,0,0,0,0
9619,1,0,0,0,0,0
9620,1,0,0,0,0,0
9621,1,0,0,0,0,0
9622,1,0,0,1,1,0
9623,1,0,0,-1,1,0
9624,1,0,0,0,0,0
9625,1,0,0,0,0,0
9626,1,0,0,0,0,0
9627,1,0,0,0,0,0
9628,1,0,0,2,1,0
9629,1,0,0,-2,1,0
9630,1,0,0,0,0,0
9631,1,0,0,0,0,0
9632,1,0,0,0,0,0
9633,1,0,0,0,0,0
9634,1,0,0,0,0,0
9635,1,0,0,0,0,0
9636,1,0,0,2,1,0
9637,1,0,0,-2,1,0
9638,1,0,0,0,0,0
9639,1,0,0,0,0,0
9640,2,0,0,0,0,0
9650,0,0,0,0,0,0
9661,0,0,0,1,1,0
9662,0,0,0,-1,1,0
9668,0,0,0,1,1,0
9669,0,0,0,-1,1,0
9675,0,0,0,0,0,0
9678,0,0,0,2,1,0
9679,0,0,0,-2,1,0
9685,0,0,0,1,1,0
9686,0,0,0,-1,1,0
9687,0,0,0,1,1,0
9688,0,0,0,-1,1,0
9700,0,0,0,0,0,0
9706,0,0,0,1,1,0
9707,0,0,0,-1,1,0
9720,0,0,0,1,1,0
9721,0,0,0,-1,1,0
9725,0,0,0,0,0,0
9733,0,0,0,2,1,0
9734,0,0,0,-2,1,0
9742,0,0,0,1,1,0
9743,0,0,0,-1,1,0
9750,0,0,0,0,0,0
9761,0,0,0,1,1,0
9762,0,0,0,-1,1,0
9765,0,0,0,3,1,0
9766,0,0,0,-3,1,0
9775,0,0,0,0,0,0
9788,0,0,0,1,1,0
9789,0,0,0,-1,1,0
9800,0,0,0,0,0,0
9815,0,0,0,1,1,0
9816,0,0,0,-1,1,0
9825,0,0,0,0,0,0
9844,0,0,0,1,1,0
9845,0,0,0,-1,1,0
9847,0,0,0,2,1,0
9848,0,0,0,-2,1,0
9850,0,0,0,0,0,0
9855,0,0,0,1,1,0
9856,0,0,0,-1,1,0
9858,0,0,0,3,1,0
9859,0,0,0,-2,1,0
9860,0,0,0,-1,1,0
9875,0,0,0,0,0,0
9887,0,0,0,1,1,0
9888,0,0,0,-1,1,0
9892,0,0,0,1,1,0
9893,0,0,0,-1,1,0
9899,0,0,0,1,1,0
9900,0,0,0,-1,1,0
9915,0,0,0,1,1,0
9916,0,0,0,-1,1,0
9925,0,0,0,0,0,0
9926,0,0,0,1,1,0
9927,0,0,0,-1,1,0
9929,0,0,0,2,1,0
9930,0,0,0,-2,1,0
9939,0,0,0,1,1,0
9940,0,0,0,-1,1,0
9944,0,0,0,1,1,0
9945,0,0,0,-1,1,0
9946,0,0,0,2,1,0
9947,0,0,0,-2,1,0
9950,0,0,0,0,0,0
9954,0,0,0,1,1,0
9955,0,0,0,0,1,0
9956,0,0,0,-1,1,0
9961,0,0,0,1,1,0
9962,0,0,0,0,1,0
9963,0,0,0,-1,1,0
9970,0,0,0,1,1,0
9971,0,0,0,-1,1,0
9973,0,0,0,1,1,0
9974,0,0,0,-1,1,0
9975,0,0,0,0,0,0
9976,0,0,0,1,1,0
9977,0,0,0,-1,1,0
9978,0,0,0,1,1,0
9979,0,0,0,-1,1,0
9994,0,0,0,1,1,0
9995,0,0,0,-1,1,0
9996,0,0,0,1,1,0
9997,0,0,0,-1,1,0
10000,0,0,0,0,0,0
10008,0,0,0,1,1,0
10009,0,0,0,-1,1,0
10010,0,0,0,1,1,0
10011,0,0,0,-1,1,0
10025,0,0,0,0,0,0
10047,0,0,0,1,1,0
10048,0,0,0,-1,1,0
10050,0,0,0,0,0,0
10069,0,0,0,2,1,0
10070,0,0,0,-2,1,0
10071,0,0,0,1,1,0
10072,0,0,0,-1,1,0
10075,0,0,0,0,0,0
10080,0,0,0,1,1,0
10081,0,0,0,-1,1,0
10084,0,0,0,1,1,0
10085,0,0,0,-1,1,0
10100,0,0,0,0,0,0
10106,0,0,0,1,1,0
10107,0,0,0,-1,1,0
10108,0,0,0,1,1,0
10109,0,0,0,-1,1,0
10110,0,0,0,2,1,0
10111,0,0,0,-2,1,0
10117,0,0,0,1,1,0
10118,0,0,0,-1,1,0
10119,0,0,0,2,1,0
10120,0,0,0,-2,1,0
10125,0,0,0,0,0,0
10126,0,0,0,1,1,0
10127,0,0,0,-1,1,0
10128,0,0,0,2,1,0
10129,0,0,0,-2,1,0
10143,0,0,0,1,1,0
10144,0,0,0,-1,1,0
10150,0,0,0,0,0,0
10152,0,0,0,1,1,0
10153,0,0,0,-1,1,0
10159,0,0,0,1,1,0
10160,0,0,0,0,1,0
10161,0,0,0,-1,1,0
10168,0,0,0,1,1,0
10169,0,0,0,-1,1,0
10175,0,0,0,1,1,0
10176,0,0,0,-1,1,0
10194,0,0,0,2,1,0
10195,0,0,0,-2,1,0
10196,0,0,0,1,1,0
10197,0,0,0,-1,1,0
10198,0,0,0,1,1,0
10199,0,0,0,-1,1,0
10200,0,0,0,0,0,0
10201,0,0,0,1,1,0
10202,0,0,0,-1,1,0
10225,0,0,0,0,0,0
10229,0,0,0,1,1,0
10230,0,0,0,-1,1,0
10239,0,0,0,1,1,0
10240,0,0,0,-1,1,0
10250,0,0,0,0,0,0
10251,0,0,0,1,1,0
10252,0,0,0,-1,1,0
10275,0,0,0,0,0,0
10284,0,0,0,3,1,0
10285,0,0,0,-3,1,0
10298,0,0,0,1,1,0
10299,0,0,0,-1,1,0
10300,0,0,0,0,0,0
10302,0,0,0,1,1,0
10303,0,0,0,-1,1,0
10314,0,0,0,1,1,0
10315,0,0,0,-1,1,0
10325,0,0,0,1,1,0
10326,0,0,0,-1,1,0
10328,0,0,0,1,1,0
10329,0,0,0,-1,1,0
10333,0,0,0,1,1,0
10334,0,0,0,-1,1,0
10341,0,0,0,1,1,0
10342,0,0,0,-1,1,0
10350,0,0,0,0,0,0
10351,1,0,0,0,0,0
10352,1,0,0,0,0,0
10353,1,0,0,1,1,0
10354,1,0,0,-1,1,0
10355,1,0,0,0,0,0
10356,1,0,0,0,0,0
10357,1,0,0,0,0,0
10358,1,0,0,0,0,0
10359,0,0,1,1,1,0
10360,0,0,-1,-1,1,0
10371,0,0,0,1,1,0
10372,0,0,0,-1,1,0
10375,0,0,0,0,0,0
10381,0,0,0,1,1,0
10382,0,0,0,-1,1,0
10391,0,0,0,1,1,0
10392,0,0,0,-1,1,0
10396,1,0,0,0,0,0
10397,1,0,0,0,0,0
10398,1,0,0,1,1,0
10399,1,0,0,-1,1,0
10400,1,0,0,0,0,0
10401,1,0,0,0,0,0
10402,1,0,0,0,0,0
10403,1,0,0,0,0,0
10404,1,0,0,0,0,0
10405,1,0,0,0,0,0
10406,1,0,0,1,1,0
10407,1,0,0,-1,1,0
10408,1,0,0,1,1,0
10409,1,0,0,-1,1,0
10410,1,0,0,0,0,0
10411,1,0,0,0,0,0
10412,1,0,0,0,0,0
10413,1,0,0,0,0,0
10414,1,0,0,0,0,0
10415,1,0,0,1,1,0
10416,1,0,0,-1,1,0
10417,1,0,0,0,0,0
10418,1,0,0,0,0,0
10419,1,0,0,0,0,0
10420,1,0,0,0,0,0
10421,0,1,0,1,1,0
10422,0,-1,0,-1,1,0
10425,0,0,0,0,0,0
10426,0,0,0,1,1,0
10427,0,0,0,-1,1,0
10448,0,0,0,1,1,0
10449,0,0,0,-1,1,0
10450,0,0,0,1,1,0
10451,0,0,0,-1,1,0
10454,1,0,0,3,1,0
10455,1,0,0,-2,1,0
10456,1,0,0,-1,1,0
10457,1,0,0,0,0,0
10458,1,0,0,0,0,0
10459,1,0,0,0,0,0
10460,1,0,0,0,0,0
10461,1,0,0,0,0,0
10462,1,0,0,0,0,0
10463,1,0,0,0,0,0
10464,1,0,0,0,0,0
10465,1,0,0,0,0,0
10466,1,0,0,0,0,0
10467,1,0,0,0,0,0
10468,1,0,0,0,0,0
10469,1,0,0,0,0,0
10470,1,0,0,0,0,0
10471,1,0,0,0,0,0
10472,1,0,0,0,0,0
10473,1,0,0,0,0,0
10474,1,0,0,0,0,0
10475,1,0,0,2,1,0
10476,1,0,0,-2,1,0
10477,1,0,0,0,0,0
10478,1,0,0,0,0,0
10479,1,0,0,0,0,0
10480,1,0,0,0,0,0
10481,1,0,0,0,0,0
10482,1,0,0,0,0,0
10483,1,0,0,0,0,0
10484,1,0,0,0,0,0
10485,0,1,0,2,1,0
10486,0,-1,0,-2,1,0
10492,0,0,0,1,1,0
10493,0,0,0,-1,1,0
10500,0,0,0,0,0,0
10506,0,0,0,1,1,0
10507,0,0,0,-1,1,0
10509,0,0,0,2,1,0
10510,0,0,0,-2,1,0
10515,0,0,0,1,1,0
10516,0,0,0,-1,1,0
10524,0,0,0,1,1,0
10525,0,0,0,-1,1,0
10527,0,0,0,2,1,0
10528,0,0,0,-2,1,0
10529,0,0,0,2,1,0
10530,0,0,0,-2,1,0
10547,0,0,0,1,1,0
10548,0,0,0,-1,1,0
10549,0,0,0,3,1,0
10550,0,0,0,-3,1,0
10571,0,0,0,1,1,0
10572,0,0,0,1,1,0
10573,0,0,0,-2,1,0
10574,0,0,0,1,1,0
10575,0,0,0,-1,1,0
10599,0,0,0,1,1,0
10600,0,0,0,-1,1,0
10604,0,0,0,1,1,0
10605,0,0,0,-1,1,0
10625,0,0,0,0,0,0
10643,0,0,0,1,1,0
10644,0,0,0,-1,1,0
10650,0,0,0,1,1,0
10651,0,0,0,-1,1,0
10656,0,0,0,1,1,0
10657,0,0,0,-1,1,0
10659,0,0,0,1,1,0
10660,0,0,0,-1,1,0
10664,0,0,0,1,1,0
10665,0,0,0,-1,1,0
10667,0,0,0,1,1,0
10668,0,0,0,-1,1,0
10674,0,0,0,1,1,0
10675,0,0,0,-1,1,0
10683,0,0,0,1,1,0
10684,0,0,0,0,1,0
10685,0,0,0,-1,1,0
10694,0,0,0,1,1,0
10695,0,0,0,-1,1,0
10700,0,0,0,1,1,0
10701,0,0,0,-1,1,0
10710,0,0,0,3,1,0
10711,0,0,0,-3,1,0
10713,0,0,0,1,1,0
10714,0,0,0,-1,1,0
10722,0,0,0,1,1,0
10723,0,0,0,-1,1,0
10725,0,0,0,0,0,0
10739,0,0,0,1,1,0
10740,0,0,0,-1,1,0
10742,0,0,0,1,1,0
10743,0,0,0,-1,1,0
10750,0,0,0,0,0,0
10771,0,0,0,1,1,0
10772,0,0,0,-1,1,0
10775,0,0,0,0,0,0
10778,0,0,0,1,1,0
10779,0,0,0,-1,1,0
10796,0,0,0,1,1,0
10797,0,0,0,-1,1,0
10800,0,0,0,0,0,0
10802,0,0,0,1,1,0
10803,0,0,0,-1,1,0
10808,0,0,0,1,1,0
10809,0,0,0,-1,1,0
10819,1,0,0,0,0,0
10820,1,0,0,0,0,0
10821,1,0,0,0,0,0
10822,1,0,0,0,0,0
10823,1,0,0,0,0,0
10824,1,0,0,0,0,0
10825,1,0,0,0,0,0
10826,1,0,0,1,1,0
10827,1,0,0,-1,1,0
10828,1,0,0,0,0,0
10829,1,0,0,0,0,0
10830,1,0,0,0,0,0
10831,1,0,0,0,0,0
10832,1,0,0,0,0,0
10833,1,0,0,0,0,0
10834,1,0,0,0,0,0
10835,1,0,0,0,0,0
10836,1,0,0,0,0,0
10837,1,0,0,0,0,0
10838,1,0,0,0,0,0
10839,1,0,0,0,0,0
10840,1,0,0,1,1,0
10841,1,0,0,-1,1,0
10842,1,0,0,0,0,0
10843,1,0,0,0,0,0
10844,1,0,0,0,0,0
10845,1,0,0,0,0,0
10846,1,0,0,0,0,0
10847,1,0,0,0,0,0
10848,1,0,0,0,0,0
10849,1,0,0,0,0,0
10850,1,0,0,0,0,0
10851,1,0,0,0,0,0
10852,1,0,0,0,0,0
10853,1,0,0,0,0,0
10854,1,0,0,0,0,0
10855,1,0,0,0,0,0
10856,1,0,0,0,0,0
10857,1,0,0,0,0,0
10858,1,0,0,0,0,0
10859,1,0,0,0,0,0
10860,1,0,0,0,0,0
10861,1,0,0,0,0,0
10862,1,0,0,1,1,0
10863,1,0,0,1,1,0
10864,1,0,0,-2,1,0
10865,1,0,0,0,0,0
10866,1,0,0,0,0,0
10867,1,0,0,0,0,0
10868,1,0,0,0,0,0
10869,1,0,0,0,0,0
10870,1,0,0,0,0,0
10871,1,0,0,0,0,0
10872,1,0,0,0,0,0
10873,1,0,0,0,0,0
10874,1,0,0,1,1,0
10875,1,0,0,-1,1,0
10876,1,0,0,0,0,0
10877,1,0,0,0,0,0
10878,1,0,0,0,0,0
10879,1,0,0,0,0,0
10880,1,0,0,1,1,0
10881,1,0,0,-1,1,0
10882,1,0,0,0,0,0
10883,1,0,0,0,0,0
10884,1,0,0,0,0,0
10885,1,0,0,0,0,0
10886,1,0,0,0,0,0
10887,1,0,0,0,0,0
10888,1,0,0,0,0,0
10889,1,0,0,0,0,0
10890,1,0,0,0,0,0
10891,1,0,0,0,0,0
10892,1,0,0,0,0,0
10893,1,0,0,0,0,0
10894,1,0,0,0,0,0
10895,1,0,0,0,0,0
10896,1,0,0,0,0,0
10897,1,0,0,0,0,0
10898,1,0,0,0,0,0
10899,1,0,0,0,0,0
10900,1,0,0,0,0,0
10901,1,0,0,0,0,0
10902,1,0,0,0,0,0
10903,1,0,0,1,1,0
10904,1,0,0,-1,1,0
10905,1,0,0,0,0,0
10906,1,0,0,0,0,0
10907,1,0,0,0,0,0
10908,1,0,0,1,1,0
10909,1,0,0,-1,1,0
10910,1,0,0,0,0,0
10911,1,0,0,0,0,0
10912,1,0,0,0,0,0
10913,1,0,0,0,0,0
10914,1,0,0,0,0,0
10915,1,0,0,2,1,0
10916,1,0,0,-2,1,0
10917,1,0,0,0,0,0
10918,1,0,0,0,0,0
10919,1,0,0,0,0,0
10920,1,0,0,0,0,0
10921,1,0,0,0,0,0
10922,1,0,0,0,0,0
10923,1,0,0,0,0,0
10924,1,0,0,0,0,0
10925,1,0,0,0,0,0
10926,1,0,0,0,0,0
10927,1,0,0,1,1,0
10928,1,0,0,-1,1,0
10929,1,0,0,2,1,0
10930,1,0,0,-1,1,0
10931,1,0,0,-1,1,0
10932,1,0,0,0,0,0
10933,1,0,0,0,0,0
10934,1,0,0,0,0,0
10935,1,0,0,0,0,0
10936,1,0,0,0,0,0
10937,1,0,0,1,1,0
10938,1,0,0,-1,1,0
10939,1,0,0,0,0,0
10940,1,0,0,0,0,0
10941,1,0,0,0,0,0
10942,1,0,0,0,0,0
10943,1,0,0,0,0,0
10944,1,0,0,0,0,0
10945,1,0,0,0,0,0
10946,1,0,0,0,0,0
10947,1,0,0,2,1,0
10948,1,0,0,-2,1,0
10949,1,0,0,0,0,0
10950,1,0,0,0,0,0
10951,1,0,0,0,0,0
10952,1,0,0,0,0,0
10953,1,0,0,0,0,0
10954,1,0,0,0,0,0
10955,1,0,0,0,0,0
10956,1,0,0,0,0,0
10957,1,0,0,0,0,0
10958,1,0,0,0,0,0
10959,1,0,0,0,0,0
10960,1,0,0,0,0,0
10961,1,0,0,0,0,0
10962,1,0,0,0,0,0
10963,1,0,0,0,0,0
10964,1,0,0,0,0,0
10965,1,0,0,0,0,0
10966,1,0,0,0,0,0
10967,1,0,0,0,0,0
10968,1,0,0,0,0,0
10969,1,0,0,0,0,0
10970,1,0,0,0,0,0
10971,1,0,0,0,0,0
10972,1,0,0,0,0,0
10973,1,0,0,0,0,0
10974,1,0,0,0,0,0
10975,1,0,0,0,0,0
10976,1,0,0,0,0,0
10977,1,0,0,0,0,0
10978,1,0,0,0,0,0
10979,1,0,0,0,0,0
10980,1,0,0,0,0,0
10981,1,0,0,2,1,0
10982,1,0,0,-2,1,0
10983,1,0,0,1,1,0
10984,1,0,0,-1,1,0
10985,1,0,0,0,0,0
10986,1,0,0,0,0,0
10987,1,0,0,0,0,0
10988,1,0,0,0,0,0
10989,1,0,0,0,0,0
10990,1,0,0,0,0,0
10991,1,0,0,0,0,0
10992,1,0,0,0,0,0
10993,1,0,0,0,0,0
10994,1,0,0,0,0,0
10995,1,0,0,0,0,0
10996,1,0,0,0,0,0
10997,1,0,0,0,0,0
10998,1,0,0,0,0,0
10999,1,0,0,0,0,0
11000,1,0,0,0,0,0
11001,1,0,0,0,0,0
11002,1,0,0,0,0,0
11003,1,0,0,0,0,0
11004,1,0,0,0,0,0
11005,1,0,0,0,0,0
11006,1,0,0,0,0,0
11007,1,0,0,0,0,0
11008,1,0,0,1,1,0
11009,1,0,0,-1,1,0
11010,1,0,0,0,0,0
11011,1,0,0,0,0,0
11012,1,0,0,0,0,0
11013,1,0,0,0,0,0
11014,1,0,0,0,0,0
11015,1,0,0,0,0,0
11016,1,0,0,0,0,0
11017,1,0,0,0,0,0
11018,1,0,0,0,0,0
11019,1,0,0,0,0,0
11020,1,0,0,0,0,0
11021,1,0,0,0,0,0
11022,1,0,0,0,0,0
11023,1,0,0,0,0,0
11024,1,0,0,1,1,0
11025,1,0,0,-1,1,0
11026,1,0,0,0,0,0
11027,1,0,0,1,1,0
11028,1,0,0,-1,1,0
11029,1,0,0,0,0,0
11030,1,0,0,0,0,0
11031,1,0,0,0,0,0
11032,1,0,0,0,0,0
11033,1,0,0,0,0,0
11034,1,0,0,0,0,0
11035,1,0,0,0,0,0
11036,1,0,0,0,0,0
11037,1,0,0,0,0,0
11038,1,0,0,0,0,0
11039,1,0,0,0,0,0
11040,1,0,0,0,0,0
11041,1,0,0,0,0,0
11042,1,0,0,0,0,0
11043,1,0,0,0,0,0
11044,1,0,0,0,0,0
11045,1,0,0,0,0,0
11046,1,0,0,0,0,0
11047,1,0,0,0,0,0
11048,1,0,0,0,0,0
11049,1,0,0,0,0,0
11050,1,0,0,1,1,0
11051,1,0,0,-1,1,0
11052,1,0,0,0,0,0
11053,1,0,0,0,0,0
11054,1,0,0,0,0,0
11055,1,0,0,0,0,0
11056,1,0,0,0,0,0
11057,1,0,0,0,0,0
11058,1,0,0,0,0,0
11059,1,0,0,0,0,0
11060,1,0,0,0,0,0
11061,1,0,0,0,0,0
11062,1,0,0,1,1,0
11063,1,0,0,-1,1,0
11064,1,0,0,0,0,0
11065,1,0,0,0,0,0
11066,1,0,0,0,0,0
11067,1,0,0,0,0,0
11068,1,0,0,0,0,0
11069,1,0,0,0,0,0
11070,1,0,0,0,0,0
11071,1,0,0,0,0,0
11072,1,0,0,0,0,0
11073,1,0,0,1,1,0
11074,1,0,0,-1,1,0
11075,1,0,0,0,0,0
11076,1,0,0,0,0,0
11077,1,0,0,0,0,0
11078,1,0,0,0,0,0
11079,1,0,0,0,0,0
11080,1,0,0,0,0,0
11081,1,0,0,0,0,0
11082,1,0,0,1,1,0
11083,1,0,0,-1,1,0
11084,1,0,0,0,0,0
11085,1,0,0,1,1,0
11086,1,0,0,-1,1,0
11087,1,0,0,2,1,0
11088,1,0,0,0,1,0
11089,1,0,0,-2,1,0
11090,1,0,0,0,0,0
11091,1,0,0,0,0,0
11092,1,0,0,0,0,0
11093,1,0,0,0,0,0
11094,1,0,0,0,0,0
11095,1,0,0,0,0,0
11096,1,0,0,0,0,0
11097,1,0,0,1,1,0
11098,1,0,0,0,1,0
11099,1,0,0,0,1,0
11100,1,0,0,0,1,0
11101,1,0,0,-1,1,0
11102,1,0,0,2,1,0
11103,1,0,0,-2,1,0
11104,1,0,0,0,0,0
11105,1,0,0,0,0,0
11106,1,0,0,0,0,0
11107,1,0,0,0,0,0
11108,1,0,0,0,0,0
11109,1,0,0,1,1,0
11110,1,0,0,-1,1,0
11111,1,0,0,0,0,0
11112,1,0,0,0,0,0
11113,1,0,0,1,1,0
11114,1,0,0,-1,1,0
11115,1,0,0,0,0,0
11116,1,0,0,0,0,0
11117,1,0,0,0,0,0
11118,1,0,0,1,1,0
11119,1,0,0,-1,1,0
11120,1,0,0,0,0,0
11121,1,0,0,0,0,0
11122,1,0,0,0,0,0
11123,1,0,0,0,0,0
11124,1,0,0,0,0,0
11125,1,0,0,0,0,0
11126,1,0,0,1,1,0
11127,1,0,0,-1,1,0
11128,1,0,0,0,0,0
11129,1,0,0,0,0,0
11130,1,0,0,0,0,0
11131,1,0,0,0,0,0
11132,1,0,0,0,0,0
11133,1,0,0,0,0,0
11134,1,0,0,1,1,0
11135,1,0,0,0,1,0
11136,1,0,0,-1,1,0
11137,1,0,0,0,0,0
11138,1,0,0,0,0,0
11139,1,0,0,0,0,0
11140,1,0,0,0,0,0
11141,1,0,0,0,0,0
11142,1,0,0,0,0,0
11143,1,0,0,0,0,0
11144,1,0,0,0,0,0
11145,1,0,0,0,0,0
11146,1,0,0,0,0,0
11147,1,0,0,0,0,0
11148,1,0,0,0,0,0
11149,1,0,0,0,0,0
11150,1,0,0,0,0,0
11151,1,0,0,0,0,0
11152,1,0,0,0,0,0
11153,1,0,0,0,0,0
11154,1,0,0,1,1,0
11155,1,0,0,-1,1,0
11156,1,0,0,0,0,0
11157,1,0,0,0,0,0
11158,1,0,0,0,0,0
11159,1,0,0,0,0,0
11160,1,0,0,0,0,0
11161,1,0,0,0,0,0
11162,1,0,0,0,0,0
11163,1,0,0,0,0,0
11164,1,0,0,0,0,0
11165,1,0,0,0,0,0
11166,1,0,0,0,0,0
11167,1,0,0,0,0,0
11168,1,0,0,0,0,0
11169,1,0,0,0,0,0
11170,1,0,0,0,0,0
11171,1,0,0,0,0,0
11172,1,0,0,0,0,0
11173,1,0,0,0,0,0
11174,1,0,0,0,0,0
11175,1,0,0,0,0,0
11176,1,0,0,0,0,0
11177,1,0,0,0,0,0
11178,1,0,0,0,0,0
11179,1,0,0,0,0,0
11180,1,0,0,0,0,0
11181,1,0,0,0,0,0
