tick,e1_monomer_count_direct_state_read,complex1_delta_MG_041_062_429_PENTAMER,complex2_delta_MG_041_069_429_PENTAMER,any_complex_delta_total,any_complex_changed,pinched
4875,0,0,0,0,0,0
4900,0,0,0,0,0,0
4915,0,0,0,1,1,0
4916,0,0,0,-1,1,0
4925,0,0,0,0,0,0
4939,0,0,0,1,1,0
4940,0,0,0,0,1,0
4941,0,0,0,-1,1,0
4949,0,0,0,1,1,0
4950,0,0,0,-1,1,0
4956,0,0,0,1,1,0
4957,0,0,0,0,1,0
4958,0,0,0,-1,1,0
4975,0,0,0,0,0,0
4976,0,0,0,1,1,0
4977,0,0,0,0,1,0
4978,0,0,0,-1,1,0
4981,0,0,0,1,1,0
4982,0,0,0,-1,1,0
4986,0,0,0,2,1,0
4987,0,0,0,-2,1,0
4993,0,0,0,1,1,0
4994,0,0,0,-1,1,0
5000,0,0,0,0,0,0
5014,0,0,0,1,1,0
5015,0,0,0,-1,1,0
5025,0,0,0,0,0,0
5046,0,0,0,1,1,0
5047,0,0,0,-1,1,0
5050,0,0,0,0,0,0
5075,0,0,0,0,0,0
5079,0,0,0,2,1,0
5080,0,0,0,-2,1,0
5099,0,0,0,1,1,0
5100,0,0,0,-1,1,0
5110,0,0,0,2,1,0
5111,0,0,0,-2,1,0
5125,0,0,0,0,0,0
5128,0,0,0,1,1,0
5129,0,0,0,-1,1,0
5140,0,0,0,1,1,0
5141,0,0,0,-1,1,0
5143,0,0,0,1,1,0
5144,0,0,0,-1,1,0
5146,0,0,0,1,1,0
5147,0,0,0,-1,1,0
5150,0,0,0,0,0,0
5151,0,0,0,1,1,0
5152,0,0,0,-1,1,0
5155,0,0,0,1,1,0
5156,0,0,0,-1,1,0
5175,0,0,0,1,1,0
5176,0,0,0,-1,1,0
5200,0,0,0,0,0,0
5225,0,0,0,0,0,0
5228,0,0,0,1,1,0
5229,0,0,0,-1,1,0
5237,0,0,0,2,1,0
5238,0,0,0,-2,1,0
5241,0,0,0,1,1,0
5242,0,0,0,-1,1,0
5249,0,0,0,1,1,0
5250,0,0,0,-1,1,0
5261,0,0,0,1,1,0
5262,0,0,0,-1,1,0
5268,0,0,0,2,1,0
5269,0,0,0,-2,1,0
5275,0,0,0,0,0,0
5277,0,0,0,1,1,0
5278,0,0,0,-1,1,0
5292,0,0,0,2,1,0
5293,0,0,0,-2,1,0
5294,0,0,0,1,1,0
5295,0,0,0,-1,1,0
5300,0,0,0,0,0,0
5308,0,0,0,1,1,0
5309,0,0,0,-1,1,0
5311,0,0,0,1,1,0
5312,0,0,0,-1,1,0
5323,0,0,0,1,1,0
5324,0,0,0,0,1,0
5325,0,0,0,-1,1,0
5339,0,0,0,1,1,0
5340,0,0,0,-1,1,0
5350,0,0,0,0,0,0
5375,0,0,0,0,0,0
5379,0,0,0,2,1,0
5380,0,0,0,-2,1,0
5384,0,0,0,3,1,0
5385,0,0,0,-3,1,0
5400,0,0,0,0,0,0
5401,0,0,0,1,1,0
5402,0,0,0,-1,1,0
5410,0,0,0,1,1,0
5411,0,0,0,-1,1,0
5412,0,0,0,1,1,0
5413,0,0,0,-1,1,0
5414,0,0,0,1,1,0
5415,0,0,0,-1,1,0
5425,0,0,0,0,0,0
5432,0,0,0,1,1,0
5433,0,0,0,-1,1,0
5435,0,0,0,1,1,0
5436,0,0,0,-1,1,0
5450,0,0,0,0,0,0
5456,0,0,0,1,1,0
5457,0,0,0,-1,1,0
5459,0,0,0,1,1,0
5460,0,0,0,-1,1,0
5461,0,0,0,1,1,0
5462,0,0,0,-1,1,0
5464,0,0,0,1,1,0
5465,0,0,0,-1,1,0
5475,0,0,0,0,0,0
5490,0,0,0,1,1,0
5491,0,0,0,-1,1,0
5500,0,0,0,0,0,0
5508,0,0,0,1,1,0
5509,0,0,0,-1,1,0
5514,0,0,0,2,1,0
5515,0,0,0,-2,1,0
5525,0,0,0,0,0,0
5540,0,0,0,1,1,0
5541,0,0,0,-1,1,0
5550,0,0,0,0,0,0
5571,0,0,0,1,1,0
5572,0,0,0,-1,1,0
5575,0,0,0,0,0,0
5578,0,0,0,1,1,0
5579,0,0,0,0,1,0
5580,0,0,0,0,1,0
5581,0,0,0,-1,1,0
5589,0,0,0,1,1,0
5590,0,0,0,-1,1,0
5600,0,0,0,0,0,0
5613,0,0,0,1,1,0
5614,0,0,0,-1,1,0
5619,0,0,0,1,1,0
5620,0,0,0,-1,1,0
5624,0,0,0,2,1,0
5625,0,0,0,-2,1,0
5636,0,0,0,1,1,0
5637,0,0,0,-1,1,0
5650,0,0,0,0,0,0
5668,0,0,0,1,1,0
5669,0,0,0,-1,1,0
5675,0,0,0,0,0,0
5676,0,0,0,2,1,0
5677,0,0,0,-2,1,0
5679,0,0,0,1,1,0
5680,0,0,0,-1,1,0
5682,0,0,0,1,1,0
5683,0,0,0,-1,1,0
5700,0,0,0,0,0,0
5707,0,0,0,1,1,0
5708,0,0,0,-1,1,0
5714,0,0,0,1,1,0
5715,0,0,0,-1,1,0
5716,0,0,0,1,1,0
5717,0,0,0,-1,1,0
5718,0,0,0,2,1,0
5719,0,0,0,-2,1,0
5725,0,0,0,0,0,0
5726,0,0,0,1,1,0
5727,0,0,0,-1,1,0
5742,0,0,0,1,1,0
5743,0,0,0,-1,1,0
5750,0,0,0,1,1,0
5751,0,0,0,-1,1,0
5764,0,0,0,1,1,0
5765,0,0,0,-1,1,0
5775,0,0,0,2,1,0
5776,0,0,0,-2,1,0
5779,0,0,0,1,1,0
5780,0,0,0,-1,1,0
5785,0,0,0,1,1,0
5786,0,0,0,-1,1,0
5787,0,0,0,2,1,0
5788,0,0,0,-2,1,0
5790,0,0,0,2,1,0
5791,0,0,0,-2,1,0
5796,0,0,0,1,1,0
5797,0,0,0,-1,1,0
5800,0,0,0,0,0,0
5811,0,0,0,1,1,0
5812,0,0,0,-1,1,0
5815,0,0,0,2,1,0
5816,0,0,0,-2,1,0
5825,0,0,0,0,0,0
5827,0,0,0,1,1,0
5828,0,0,0,-1,1,0
5839,0,0,0,2,1,0
5840,0,0,0,-2,1,0
5850,0,0,0,0,0,0
5868,0,0,0,1,1,0
5869,0,0,0,-1,1,0
5870,0,0,0,3,1,0
5871,0,0,0,-3,1,0
5875,0,0,0,0,0,0
5896,0,0,0,1,1,0
5897,0,0,0,-1,1,0
5900,0,0,0,0,0,0
5917,0,0,0,1,1,0
5918,0,0,0,-1,1,0
5925,0,0,0,0,0,0
5926,0,0,0,1,1,0
5927,0,0,0,-1,1,0
5950,0,0,0,0,0,0
5951,0,0,0,1,1,0
5952,0,0,0,-1,1,0
5975,0,0,0,1,1,0
5976,0,0,0,-1,1,0
6000,0,0,0,0,0,0
6013,0,0,0,2,1,0
6014,0,0,0,-2,1,0
6015,0,0,0,1,1,0
6016,0,0,0,-1,1,0
6021,0,0,0,1,1,0
6022,0,0,0,-1,1,0
6025,0,0,0,0,0,0
6026,0,0,0,1,1,0
6027,0,0,0,-1,1,0
6035,0,0,0,1,1,0
6036,0,0,0,-1,1,0
6038,0,0,0,1,1,0
6039,0,0,0,-1,1,0
6050,0,0,0,0,0,0
6069,0,0,0,1,1,0
6070,0,0,0,-1,1,0
6075,0,0,0,0,0,0
6082,0,0,0,1,1,0
6083,0,0,0,-1,1,0
6089,0,0,0,1,1,0
6090,0,0,0,-1,1,0
6094,0,0,0,1,1,0
6095,0,0,0,-1,1,0
6100,0,0,0,0,0,0
6113,0,0,0,1,1,0
6114,0,0,0,-1,1,0
6118,0,0,0,1,1,0
6119,0,0,0,-1,1,0
6125,0,0,0,0,0,0
6150,0,0,0,0,0,0
6163,0,0,0,1,1,0
6164,0,0,0,-1,1,0
6165,0,0,0,1,1,0
6166,0,0,0,-1,1,0
6171,0,0,0,1,1,0
6172,0,0,0,-1,1,0
6175,0,0,0,0,0,0
6177,0,0,0,1,1,0
6178,0,0,0,-1,1,0
6181,0,0,0,1,1,0
6182,0,0,0,-1,1,0
6200,0,0,0,0,0,0
6202,0,0,0,2,1,0
6203,0,0,0,-2,1,0
6212,0,0,0,1,1,0
6213,0,0,0,-1,1,0
6225,0,0,0,0,0,0
6233,0,0,0,1,1,0
6234,0,0,0,-1,1,0
6250,0,0,0,0,0,0
6252,0,0,0,1,1,0
6253,0,0,0,0,1,0
6254,0,0,0,-1,1,0
6264,0,0,0,1,1,0
6265,0,0,0,-1,1,0
6270,0,0,0,1,1,0
6271,0,0,0,-1,1,0
6275,0,0,0,0,0,0
6290,0,0,0,1,1,0
6291,0,0,0,-1,1,0
6300,0,0,0,0,0,0
6304,0,0,0,2,1,0
6305,0,0,0,-2,1,0
6309,0,0,0,1,1,0
6310,0,0,0,-1,1,0
6312,0,0,0,1,1,0
6313,0,0,0,-1,1,0
6315,0,0,0,1,1,0
6316,0,0,0,-1,1,0
6325,0,0,0,1,1,0
6326,0,0,0,-1,1,0
6327,0,0,0,2,1,0
6328,0,0,0,-2,1,0
6337,0,0,0,2,1,0
6338,0,0,0,-2,1,0
6349,0,0,0,1,1,0
6350,0,0,0,-1,1,0
6352,0,0,0,2,1,0
6353,0,0,0,-2,1,0
6360,0,0,0,1,1,0
6361,0,0,0,-1,1,0
6375,0,0,0,0,0,0
6391,0,0,0,1,1,0
6392,0,0,0,-1,1,0
6396,0,0,0,1,1,0
6397,0,0,0,-1,1,0
6400,0,0,0,0,0,0
6420,0,0,0,1,1,0
6421,0,0,0,-1,1,0
6425,0,0,0,0,0,0
6426,0,0,0,1,1,0
6427,0,0,0,-1,1,0
6442,0,0,0,1,1,0
6443,0,0,0,-1,1,0
6450,0,0,0,0,0,0
6457,0,0,0,1,1,0
6458,0,0,0,-1,1,0
6459,0,0,0,1,1,0
6460,0,0,0,-1,1,0
6473,0,0,0,1,1,0
6474,0,0,0,-1,1,0
6475,0,0,0,1,1,0
6476,0,0,0,-1,1,0
6485,0,0,0,1,1,0
6486,0,0,0,-1,1,0
6500,0,0,0,0,0,0
6508,0,0,0,1,1,0
6509,0,0,0,-1,1,0
6525,0,0,0,0,0,0
6540,0,0,0,1,1,0
6541,0,0,0,-1,1,0
6550,0,0,0,0,0,0
6551,0,0,0,1,1,0
6552,0,0,0,-1,1,0
6554,0,0,0,2,1,0
6555,0,0,0,-2,1,0
6563,0,0,0,1,1,0
6564,0,0,0,-1,1,0
6575,0,0,0,0,0,0
6576,0,0,0,1,1,0
6577,0,0,0,-1,1,0
6600,0,0,0,0,0,0
6601,0,0,0,2,1,0
6602,0,0,0,-2,1,0
6604,0,0,0,2,1,0
6605,0,0,0,-2,1,0
6615,0,0,0,1,1,0
6616,0,0,0,-1,1,0
6625,0,0,0,0,0,0
6626,0,0,0,1,1,0
6627,0,0,0,-1,1,0
6639,0,0,0,1,1,0
6640,0,0,0,-1,1,0
6650,0,0,0,3,1,0
6651,0,0,0,-2,1,0
6652,0,0,0,-1,1,0
6675,0,0,0,0,0,0
6684,0,0,0,1,1,0
6685,0,0,0,0,1,0
6686,0,0,0,-1,1,0
6700,0,0,0,0,0,0
6704,0,0,0,1,1,0
6705,0,0,0,-1,1,0
6725,0,0,0,1,1,0
6726,0,0,0,-1,1,0
6729,0,0,0,1,1,0
6730,0,0,0,-1,1,0
6733,0,0,0,2,1,0
6734,0,0,0,-2,1,0
6740,0,0,0,3,1,0
6741,0,0,0,-3,1,0
6745,0,0,0,1,1,0
6746,0,0,0,-1,1,0
6750,0,0,0,0,0,0
6757,0,0,0,1,1,0
6758,0,0,0,-1,1,0
6764,0,0,0,1,1,0
6765,0,0,0,-1,1,0
6773,0,0,0,1,1,0
6774,0,0,0,-1,1,0
6775,0,0,0,0,0,0
6778,0,0,0,1,1,0
6779,0,0,0,-1,1,0
6791,0,0,0,1,1,0
6792,0,0,0,-1,1,0
6793,0,0,0,1,1,0
6794,0,0,0,-1,1,0
6800,0,0,0,0,0,0
6804,0,0,0,1,1,0
6805,0,0,0,-1,1,0
6812,0,0,0,1,1,0
6813,0,0,0,-1,1,0
6815,0,0,0,1,1,0
6816,0,0,0,-1,1,0
6825,0,0,0,0,0,0
6829,0,0,0,1,1,0
6830,0,0,0,-1,1,0
6847,0,0,0,1,1,0
6848,0,0,0,-1,1,0
6850,0,0,0,0,0,0
6852,0,0,0,1,1,0
6853,0,0,0,-1,1,0
6868,0,0,0,4,1,0
6869,0,0,0,-4,1,0
6874,0,0,0,1,1,0
6875,0,0,0,-1,1,0
6877,0,0,0,1,1,0
6878,0,0,0,-1,1,0
6894,0,0,0,1,1,0
6895,0,0,0,-1,1,0
6897,0,0,0,1,1,0
6898,0,0,0,-1,1,0
6900,0,0,0,0,0,0
6905,0,0,0,1,1,0
6906,0,0,0,-1,1,0
6912,0,0,0,2,1,0
6913,0,0,0,-2,1,0
6918,0,0,0,1,1,0
6919,0,0,0,-1,1,0
6920,0,0,0,1,1,0
6921,0,0,0,-1,1,0
6925,0,0,0,0,0,0
6935,0,0,0,1,1,0
6936,0,0,0,-1,1,0
6950,0,0,0,0,0,0
6958,0,0,0,2,1,0
6959,0,0,0,-2,1,0
6963,0,0,0,1,1,0
6964,0,0,0,-1,1,0
6973,0,0,0,1,1,0
6974,0,0,0,-1,1,0
6975,0,0,0,0,0,0
6976,0,0,0,1,1,0
6977,0,0,0,-1,1,0
6979,0,0,0,1,1,0
6980,0,0,0,-1,1,0
6984,0,0,0,1,1,0
6985,0,0,0,-1,1,0
6998,0,0,0,1,1,0
6999,0,0,0,-1,1,0
7000,0,0,0,0,0,0
7002,0,0,0,2,1,0
7003,0,0,0,-2,1,0
7004,0,0,0,1,1,0
7005,0,0,0,-1,1,0
7006,0,0,0,1,1,0
7007,0,0,0,0,1,0
7008,0,0,0,-1,1,0
7014,0,0,0,1,1,0
7015,0,0,0,0,1,0
7016,0,0,0,-1,1,0
7023,0,0,0,1,1,0
7024,0,0,0,-1,1,0
7025,0,0,0,0,0,0
7030,0,0,0,1,1,0
7031,0,0,0,-1,1,0
7050,0,0,0,0,0,0
7067,0,0,0,1,1,0
7068,0,0,0,-1,1,0
7075,0,0,0,0,0,0
7084,0,0,0,1,1,0
7085,0,0,0,-1,1,0
7096,0,0,0,2,1,0
7097,0,0,0,-2,1,0
7100,0,0,0,0,0,0
7102,0,0,0,1,1,0
7103,0,0,0,-1,1,0
7110,0,0,0,1,1,0
7111,0,0,0,-1,1,0
7112,0,0,0,1,1,0
7113,0,0,0,-1,1,0
7115,0,0,0,1,1,0
7116,0,0,0,-1,1,0
7125,0,0,0,0,0,0
7127,0,0,0,1,1,0
7128,0,0,0,-1,1,0
7150,0,0,0,0,0,0
7152,0,0,0,1,1,0
7153,0,0,0,-1,1,0
7158,0,0,0,1,1,0
7159,0,0,0,-1,1,0
7164,0,0,0,1,1,0
7165,0,0,0,-1,1,0
7169,0,0,0,1,1,0
7170,0,0,0,-1,1,0
7175,0,0,0,0,0,0
7177,0,0,0,1,1,0
7178,0,0,0,-1,1,0
7179,0,0,0,1,1,0
7180,0,0,0,-1,1,0
7186,0,0,0,2,1,0
7187,0,0,0,-2,1,0
7188,0,0,0,3,1,0
7189,0,0,0,-3,1,0
7194,0,0,0,1,1,0
7195,0,0,0,0,1,0
7196,0,0,0,-1,1,0
7200,0,0,0,0,0,0
7203,0,0,0,2,1,0
7204,0,0,0,-2,1,0
7219,0,0,0,1,1,0
7220,0,0,0,-1,1,0
7225,0,0,0,0,0,0
7231,0,0,0,1,1,0
7232,0,0,0,-1,1,0
7239,0,0,0,1,1,0
7240,0,0,0,-1,1,0
7242,0,0,0,1,1,0
7243,0,0,0,-1,1,0
7246,0,0,0,3,1,0
7247,0,0,0,-3,1,0
7250,0,0,0,0,0,0
7259,0,0,0,1,1,0
7260,0,0,0,-1,1,0
7267,0,0,0,1,1,0
7268,0,0,0,-1,1,0
7275,0,0,0,0,0,0
7276,0,0,0,2,1,0
7277,0,0,0,-2,1,0
7292,0,0,0,2,1,0
7293,0,0,0,-2,1,0
7296,0,0,0,1,1,0
7297,0,0,0,-1,1,0
7299,0,0,0,1,1,0
7300,0,0,0,-1,1,0
7301,0,0,0,1,1,0
7302,0,0,0,-1,1,0
7309,0,0,0,1,1,0
7310,0,0,0,2,1,0
7311,0,0,0,-3,1,0
7321,0,0,0,1,1,0
7322,0,0,0,-1,1,0
7325,0,0,0,0,0,0
7330,0,0,0,1,1,0
7331,0,0,0,-1,1,0
7341,0,0,0,1,1,0
7342,0,0,0,-1,1,0
7345,0,0,0,1,1,0
7346,0,0,0,-1,1,0
7347,0,0,0,2,1,0
7348,0,0,0,-2,1,0
7350,0,0,0,0,0,0
7356,0,0,0,2,1,0
7357,0,0,0,-2,1,0
7374,0,0,0,1,1,0
7375,0,0,0,-1,1,0
7385,0,0,0,1,1,0
7386,0,0,0,-1,1,0
7390,0,0,0,2,1,0
7391,0,0,0,-2,1,0
7392,0,0,0,1,1,0
7393,0,0,0,-1,1,0
7400,0,0,0,0,0,0
7425,0,0,0,0,0,0
7431,0,0,0,1,1,0
7432,0,0,0,-1,1,0
7437,0,0,0,3,1,0
7438,0,0,0,-3,1,0
7445,0,0,0,1,1,0
7446,0,0,0,-1,1,0
7450,0,0,0,0,0,0
7455,0,0,0,1,1,0
7456,0,0,0,-1,1,0
7459,0,0,0,1,1,0
7460,0,0,0,-1,1,0
7466,0,0,0,1,1,0
7467,0,0,0,-1,1,0
7475,0,0,0,0,0,0
7479,0,0,0,1,1,0
7480,0,0,0,-1,1,0
7488,0,0,0,1,1,0
7489,0,0,0,-1,1,0
7500,0,0,0,0,0,0
7508,0,0,0,1,1,0
7509,0,0,0,-1,1,0
7516,0,0,0,1,1,0
7517,0,0,0,-1,1,0
7520,0,0,0,2,1,0
7521,0,0,0,-2,1,0
7524,0,0,0,1,1,0
7525,0,0,0,-1,1,0
7536,0,0,0,1,1,0
7537,0,0,0,-1,1,0
7542,0,0,0,1,1,0
7543,0,0,0,-1,1,0
7550,0,0,0,0,0,0
7552,0,0,0,3,1,0
7553,0,0,0,-3,1,0
7575,0,0,0,0,0,0
7581,0,0,0,1,1,0
7582,0,0,0,-1,1,0
7584,0,0,0,1,1,0
7585,0,0,0,-1,1,0
7595,0,0,0,2,1,0
7596,0,0,0,-2,1,0
7600,0,0,0,0,0,0
7609,0,0,0,3,1,0
7610,0,0,0,-3,1,0
7625,0,0,0,0,0,0
7641,0,0,0,1,1,0
7642,0,0,0,-1,1,0
7650,0,0,0,2,1,0
7651,0,0,0,-2,1,0
7662,0,0,0,1,1,0
7663,0,0,0,-1,1,0
7675,0,0,0,0,0,0
7682,0,0,0,1,1,0
7683,0,0,0,-1,1,0
7700,0,0,0,0,0,0
7706,0,0,0,1,1,0
7707,0,0,0,-1,1,0
7711,0,0,0,1,1,0
7712,0,0,0,-1,1,0
7713,0,0,0,1,1,0
7714,0,0,0,-1,1,0
7723,0,0,0,1,1,0
7724,0,0,0,0,1,0
7725,0,0,0,-1,1,0
7726,0,0,0,1,1,0
7727,0,0,0,0,1,0
7728,0,0,0,-1,1,0
7734,0,0,0,1,1,0
7735,0,0,0,-1,1,0
7737,0,0,0,1,1,0
7738,0,0,0,-1,1,0
7741,0,0,0,2,1,0
7742,0,0,0,-2,1,0
7750,0,0,0,0,0,0
7753,0,0,0,1,1,0
7754,0,0,0,-1,1,0
7756,0,0,0,1,1,0
7757,0,0,0,-1,1,0
7764,0,0,0,1,1,0
7765,0,0,0,-1,1,0
7775,0,0,0,0,0,0
7782,0,0,0,2,1,0
7783,0,0,0,-2,1,0
7790,0,0,0,1,1,0
7791,0,0,0,-1,1,0
7794,0,0,0,1,1,0
7795,0,0,0,-1,1,0
7797,0,0,0,1,1,0
7798,0,0,0,-1,1,0
7800,0,0,0,0,0,0
7825,0,0,0,0,0,0
7829,0,0,0,1,1,0
7830,0,0,0,-1,1,0
7850,0,0,0,0,0,0
7852,0,0,0,1,1,0
7853,0,0,0,-1,1,0
7864,0,0,0,4,1,0
7865,0,0,0,-4,1,0
7875,0,0,0,0,0,0
7878,0,0,0,1,1,0
7879,0,0,0,-1,1,0
7887,0,0,0,1,1,0
7888,0,0,0,-1,1,0
7900,0,0,0,0,0,0
7912,0,0,0,1,1,0
7913,0,0,0,-1,1,0
7914,0,0,0,1,1,0
7915,0,0,0,-1,1,0
7922,0,0,0,1,1,0
7923,0,0,0,-1,1,0
7925,0,0,0,0,0,0
7932,0,0,0,1,1,0
7933,0,0,0,-1,1,0
7939,0,0,0,1,1,0
7940,0,0,0,-1,1,0
7950,0,0,0,0,0,0
7952,0,0,0,1,1,0
7953,0,0,0,-1,1,0
7958,0,0,0,1,1,0
7959,0,0,0,-1,1,0
7969,0,0,0,1,1,0
7970,0,0,0,-1,1,0
7972,0,0,0,1,1,0
7973,0,0,0,-1,1,0
7975,0,0,0,1,1,0
7976,0,0,0,-1,1,0
7986,0,0,0,1,1,0
7987,0,0,0,-1,1,0
7994,0,0,0,1,1,0
7995,0,0,0,-1,1,0
8000,0,0,0,0,0,0
8002,0,0,0,1,1,0
8003,0,0,0,-1,1,0
8021,0,0,0,2,1,0
8022,0,0,0,-2,1,0
8025,0,0,0,0,0,0
8041,0,0,0,2,1,0
8042,0,0,0,-2,1,0
8050,0,0,0,0,0,0
8051,0,0,0,1,1,0
8052,0,0,0,-1,1,0
8067,0,0,0,1,1,0
8068,0,0,0,-1,1,0
8074,0,0,0,1,1,0
8075,0,0,0,-1,1,0
8080,0,0,0,2,1,0
8081,0,0,0,-2,1,0
8087,0,0,0,2,1,0
8088,0,0,0,-2,1,0
8091,0,0,0,2,1,0
8092,0,0,0,-2,1,0
8093,0,0,0,1,1,0
8094,0,0,0,-1,1,0
8100,0,0,0,0,0,0
8103,0,0,0,1,1,0
8104,0,0,0,-1,1,0
8109,0,0,0,1,1,0
8110,0,0,0,-1,1,0
8118,0,0,0,1,1,0
8119,0,0,0,-1,1,0
8125,0,0,0,0,0,0
8136,0,0,0,1,1,0
8137,0,0,0,-1,1,0
8139,0,0,0,1,1,0
8140,0,0,0,-1,1,0
8148,0,0,0,1,1,0
8149,0,0,0,-1,1,0
8150,0,0,0,0,0,0
8158,0,0,0,1,1,0
8159,0,0,0,-1,1,0
8165,0,0,0,1,1,0
8166,0,0,0,-1,1,0
8175,0,0,0,0,0,0
8181,0,0,0,1,1,0
8182,0,0,0,-1,1,0
8184,0,0,0,1,1,0
8185,0,0,0,-1,1,0
8189,0,0,0,1,1,0
8190,0,0,0,-1,1,0
8196,0,0,0,1,1,0
8197,0,0,0,-1,1,0
8200,0,0,0,0,0,0
8203,0,0,0,1,1,0
8204,0,0,0,-1,1,0
8225,0,0,0,0,0,0
8226,0,0,0,1,1,0
8227,0,0,0,-1,1,0
8229,0,0,0,1,1,0
8230,0,0,0,-1,1,0
8235,0,0,0,1,1,0
8236,0,0,0,-1,1,0
8247,0,0,0,1,1,0
8248,0,0,0,-1,1,0
8249,0,0,0,1,1,0
8250,0,0,0,-1,1,0
8260,0,0,0,1,1,0
8261,0,0,0,-1,1,0
8264,1,0,0,0,0,0
8265,1,0,0,0,0,0
8266,1,0,0,0,0,0
8267,1,0,0,0,0,0
8268,1,0,0,0,0,0
8269,1,0,0,0,0,0
8270,1,0,0,0,0,0
8271,1,0,0,0,0,0
8272,1,0,0,0,0,0
8273,1,0,0,0,0,0
8274,1,0,0,0,0,0
8275,1,0,0,0,0,0
8276,1,0,0,0,0,0
8277,1,0,0,0,0,0
8278,1,0,0,1,1,0
8279,1,0,0,-1,1,0
8280,1,0,0,0,0,0
8281,1,0,0,0,0,0
8282,1,0,0,0,0,0
8283,1,0,0,0,0,0
8284,1,0,0,0,0,0
8285,1,0,0,0,0,0
8286,1,0,0,0,0,0
8287,1,0,0,0,0,0
8288,1,0,0,0,0,0
8289,1,0,0,0,0,0
8290,1,0,0,0,0,0
8291,1,0,0,1,1,0
8292,1,0,0,0,1,0
8293,1,0,0,-1,1,0
8294,1,0,0,0,0,0
8295,1,0,0,0,0,0
8296,1,0,0,0,0,0
8297,1,0,0,0,0,0
8298,1,0,0,1,1,0
8299,1,0,0,-1,1,0
8300,1,0,0,0,0,0
8301,1,0,0,0,0,0
8302,1,0,0,0,0,0
8303,1,0,0,0,0,0
8304,1,0,0,0,0,0
8305,1,0,0,0,0,0
8306,1,0,0,0,0,0
8307,1,0,0,0,0,0
8308,1,0,0,0,0,0
8309,1,0,0,0,0,0
8310,1,0,0,0,0,0
8311,1,0,0,0,0,0
8312,1,0,0,0,0,0
8313,1,0,0,0,0,0
8314,1,0,0,0,0,0
8315,1,0,0,0,0,0
8316,1,0,0,0,0,0
8317,1,0,0,0,0,0
8318,1,0,0,0,0,0
8319,1,0,0,0,0,0
8320,1,0,0,0,0,0
8321,1,0,0,0,0,0
8322,1,0,0,0,0,0
8323,1,0,0,0,0,0
8324,1,0,0,0,0,0
8325,1,0,0,0,0,0
8326,1,0,0,1,1,0
8327,1,0,0,-1,1,0
8328,1,0,0,0,0,0
8329,1,0,0,0,0,0
8330,1,0,0,0,0,0
8331,1,0,0,0,0,0
8332,1,0,0,1,1,0
8333,1,0,0,-1,1,0
8334,1,0,0,0,0,0
8335,1,0,0,2,1,0
8336,1,0,0,-2,1,0
8337,1,0,0,0,0,0
8338,1,0,0,1,1,0
8339,1,0,0,-1,1,0
8340,1,0,0,0,0,0
8341,1,0,0,0,0,0
8342,1,0,0,0,0,0
8343,1,0,0,0,0,0
8344,1,0,0,0,0,0
8345,1,0,0,0,0,0
8346,1,0,0,0,0,0
8347,1,0,0,0,0,0
8348,1,0,0,0,0,0
8349,1,0,0,0,0,0
8350,1,0,0,0,0,0
8351,1,0,0,0,0,0
8352,1,0,0,0,0,0
8353,1,0,0,0,0,0
8354,1,0,0,0,0,0
8355,1,0,0,0,0,0
8356,1,0,0,0,0,0
8357,1,0,0,0,0,0
8358,1,0,0,0,0,0
8359,1,0,0,0,0,0
8360,1,0,0,0,0,0
8361,1,0,0,0,0,0
8362,1,0,0,0,0,0
8363,1,0,0,0,0,0
8364,1,0,0,0,0,0
8365,1,0,0,0,0,0
8366,1,0,0,1,1,0
8367,1,0,0,-1,1,0
8368,1,0,0,0,0,0
8369,1,0,0,0,0,0
8370,1,0,0,0,0,0
8371,1,0,0,0,0,0
8372,1,0,0,1,1,0
8373,1,0,0,-1,1,0
8374,1,0,0,0,0,0
8375,1,0,0,0,0,0
8376,1,0,0,0,0,0
8377,1,0,0,0,0,0
8378,1,0,0,0,0,0
8379,1,0,0,0,0,0
8380,1,0,0,0,0,0
8381,1,0,0,0,0,0
8382,1,0,0,0,0,0
8383,1,0,0,0,0,0
8384,1,0,0,0,0,0
8385,2,0,0,0,0,0
8386,0,1,0,1,1,0
8387,0,-1,0,-1,1,0
8388,0,0,0,1,1,0
8389,0,0,0,-1,1,0
8396,1,0,0,0,0,0
8397,1,0,0,0,0,0
8398,1,0,0,0,0,0
8399,1,0,0,0,0,0
8400,1,0,0,0,0,0
8401,1,0,0,0,0,0
8402,1,0,0,0,0,0
8403,1,0,0,0,0,0
8404,1,0,0,0,0,0
8405,1,0,0,0,0,0
8406,1,0,0,0,0,0
8407,1,0,0,0,0,0
8408,1,0,0,0,0,0
8409,1,0,0,0,0,0
8410,1,0,0,0,0,0
8411,1,0,0,0,0,0
8412,1,0,0,0,0,0
8413,1,0,0,0,0,0
8414,1,0,0,0,0,0
8415,1,0,0,0,0,0
8416,1,0,0,0,0,0
8417,1,0,0,0,0,0
8418,1,0,0,0,0,0
8419,1,0,0,0,0,0
8420,1,0,0,0,0,0
8421,1,0,0,0,0,0
8422,1,0,0,0,0,0
8423,1,0,0,0,0,0
8424,1,0,0,2,1,0
8425,1,0,0,-2,1,0
8426,1,0,0,0,0,0
8427,1,0,0,0,0,0
8428,1,0,0,0,0,0
8429,1,0,0,0,0,0
8430,1,0,0,0,0,0
8431,1,0,0,0,0,0
